",""smiles"""
"2991,""[Na+].[Na+].[Fe--](|[N]=O)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N"""
2992,NA
2993,NA
"2994,""[K+].CC(Oc1ccc(Cl)cc1C)C([O-])=O"""
"2995,""O1[C@@H]([C@H]1c2ccccc2)c3ccccc3"""
"2996,""CO[P](=O)(OC)Oc1ccc(c(C=O)c1)[N+]([O-])=O"""
2997,NA
"2998,""OC(=O)C1CC1C(=O)Nc2ccc(Cl)cc2Cl"""
2999,NA
"3000,""COCCOC(C)=O"""
"3001,""CC(C)=CC1C(C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C"""
"3002,""CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1"""
"3003,""Oc1cc(Cl)cc(Cl)c1Cl"""
"3004,""Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2"""
3005,NA
3006,NA
3007,NA
"3008,""CSCCCCCCSC"""
"3009,""CC(C)OC(C)=O"""
"3010,""CCCCCCCCCc1ccc(OCCO)cc1"""
"3011,""CC(=O)c1ccccc1O"""
"3012,""NC[P](O)(O)=O"""
"3013,""Cc1ccc2ccccc2c1C"""
"3014,""[Cl]|[Pb](|[Cl])(C)C"""
3015,NA
"3016,""[H+].[NH4+].[F-].[F-]"""
"3017,""OC(C(O)=O)c1cc(Cl)c(Cl)cc1Cl"""
"3018,""CCCC(=O)OC(C(Cl)(Cl)Cl)[P](=O)(OC)OC"""
"3019,""O[C@@H]1COC(O)[C@@H](O)[C@@H]1O"""
"3020,""Oc1c(Cl)cccc1[N+]([O-])=O"""
"3021,""Nc1ccccn1"""
3022,NA
"3023,""COC(=O)c1cccc(C)c1[S](=O)(=O)NC(=O)Nc2nc(OCC(F)(F)F)nc(n2)N(C)C"""
3024,NA
"3025,""CCCCCCCCCCCCc1ccccc1"""
"3026,""CCO[P](=S)(OCC)Oc1cc(Cl)c(I)cc1Cl"""
"3027,""O=C1OC(=O)c2ccccc12"""
3028,NA
"3029,""CC(C)C(C)=O"""
3030,NA
3031,NA
"3032,""Cc1cc(C)c(cc1[N+]([O-])=O)[N+]([O-])=O"""
"3033,""CO[P](=O)(OC)Oc1ccc(c(CO)c1)[N+]([O-])=O"""
3034,NA
"3035,""CN(C)C(=O)NC1CC2CCC1C2Cl"""
"3036,""CCCCCCCCCc1ccccc1OCCOCCO"""
3037,NA
"3038,""Cc1cc2cccnc2cc1C"""
"3039,""Cc1ccc(cc1)[S](=O)(=O)n2ccnc2"""
"3040,""[F-]"""
"3041,""CC12[C@@H](O)C=C[C@@]3(OC1=O)[C@@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O"""
3042,NA
3043,NA
"3044,""BrCC(=O)OC\C=C/COC(=O)CBr"""
"3045,""ClC[C@@]1(C(Cl)Cl)C2[C@@H](Cl)[C@H](Cl)C1(C(Cl)Cl)[C@@H](Cl)[C@@H]2Cl"""
"3046,""Cc1ccc(cc1C)[N+]([O-])=O"""
"3047,""Cc1ccc(c(N)c1)[N+]([O-])=O"""
"3048,""OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)c3cccnc3"""
"3049,""CC(N)Cc1ccccc1.CC(N)Cc2ccccc2.O[S](O)(=O)=O"""
"3050,""CNc1ccc(F)cc1"""
"3051,""Oc1ccc(c(c1)C(O)=O)[N+]([O-])=O"""
"3052,""COCCCNCc1cc(OC)c(OC)c(OC)c1"""
"3053,""CCCC(O)C=C"""
"3054,""[Zn++].[Br-].[Br-]"""
3055,NA
"3056,""OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O"""
"3057,""[Sb]#[Sb]"""
"3058,""CCCC(C)C=O"""
"3059,""[Ca++].[O-]C([O-])=O"""
"3060,""COc1cc2OC3OC=CC3c2c4OC(=O)C5=C(CCC5=O)c14"""
"3061,""CCc1ccccc1CC"""
3062,NA
"3063,""Clc1ccc(Oc2cccc(C=O)c2)cc1Cl"""
"3064,""[Cl-].CCCCCCCCC[NH3+]"""
"3065,""COCCCC\C(=N/OCCN)c1ccc(cc1)C(F)(F)F"""
"3066,""CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O"""
"3067,""[Co++].[O-]C=O.[O-]C=O"""
"3068,""Oc1ccc(Cl)cc1O"""
3069,NA
"3070,""CC(C)C(O)=O"""
"3071,""[Na+].[Na+].F[Si--](F)(F)(F)(F)F"""
3072,NA
"3073,""CC(C)OCCO"""
"3074,""[Ge]"""
"3075,""CCCCCCCC\C=C/CCCCCCCC([O]|[Sn](CCCC)(CCCC)CCCC)=O"""
"3076,""CCC(=O)c1ccc(N)cc1"""
"3077,""CCCCCCCCN"""
"3078,""[H+].[Cl-].CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C"""
"3079,""CCCCCCCCCCC(C)=O"""
"3080,""Nc1ccc(Br)cn1"""
3081,NA
"3082,""O=CCCCC=O"""
"3083,""Oc1ccc(Cl)cc1C=O"""
3084,NA
"3085,""CC(C)=CCC\C(C)=C\CC1=CC(=O)C=CC1=O"""
"3086,""CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1"""
3087,NA
"3088,""O=C(OCc1ccccc1)c2ccccc2"""
"3089,""Oc1ccc(Cl)c(Cl)c1"""
"3090,""CC(C)=CC=C(C)C"""
"3091,""CCN(CCN[S](C)(=O)=O)c1ccc(N)c(C)c1.CCN(CCN[S](C)(=O)=O)c2ccc(N)c(C)c2.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O"""
3092,NA
"3093,""ClC1(Cl)C2(Cl)C3CC4C5C3C1(Cl)C5(Cl)C24Cl"""
3094,NA
"3095,""CCCCCCCCCCCN"""
"3096,""[Zn++]|1|[S-]C(=S)NCC(C)NC([S-]|1)=S"""
"3097,""[O-][Br](=O)=O"""
"3098,""ClCC(=C)c1ccccc1"""
"3099,""CCSCCSCC"""
"3100,""Cc1[nH]ccn1"""
"3101,""OCCN1CCNCC1"""
"3102,""Clc1cc2C(=O)c3ccccc3C(=O)c2c4Nc5c(Cl)cc6C(=O)c7ccccc7C(=O)c6c5Nc14"""
3103,NA
"3104,""CC(=O)c1ccc(Cl)c(Cl)c1Cl"""
3105,NA
"3106,""ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O"""
"3107,""[Zn](|OC(=O)C(C)O)|OC(=O)C(C)O"""
3108,NA
"3109,""OCC(Br)CBr"""
"3110,""CCN(CC)CCO"""
3111,NA
"3112,""O=[S](Cc1ccccc1)Cc2ccccc2"""
"3113,""Oc1c(Cl)cc(cc1Cl)C#N"""
"3114,""Cc1ccncc1"""
"3115,""OC(=O)C(F)(F)C(F)(F)C(F)(F)F"""
"3116,""[H+].[Cl-].NNc1ccccc1"""
"3117,""[Na+].[Na+].[Na+].[Na+].[Fe-4](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N"""
"3118,""CCOC(=O)Cc1cccc2ccccc12"""
"3119,""CC1C(C)(C)c2cc(C)c(cc2C1(C)C)C(C)=O"""
3120,NA
3121,NA
3122,NA
"3123,""OCC(O)COCC=C"""
"3124,""Cc1ccc(N)c(C)c1"""
"3125,""CC(CCO)CC(C)(C)C"""
"3126,""Nc1cccc(O)c1"""
"3127,""[O--].[O--].[O--].[K+].[Ta+5]"""
"3128,""CCCCCCC(C)OC(=O)c1nc(Cl)c(Cl)c(N)c1Cl"""
"3129,""CCO[P](=O)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2"""
"3130,""[La]"""
"3131,""CO[P](=O)(OC)Oc1ccc(c(c1)C(O)=O)[N+]([O-])=O"""
"3132,""CC(C)C(C)(O)C#C"""
"3133,""CC1(C)CCC(C)(C)O1"""
3134,NA
"3135,""CCOCCOCCOCCO"""
"3136,""C[N+]([O-])=O"""
"3137,""FB(F)F"""
"3138,""S=C(Nc1ccccc1)Nc2ccccc2"""
"3139,""CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]4OC(=O)c5c6OCOc6ccc45"""
"3140,""[Cl-].[Cl-].[Cl-].[Ga+3]"""
3141,NA
"3142,""CCOC(=O)C(Cc1ccccc1)C(=O)OCC"""
"3143,""ClC1CCCCC1Cl"""
"3144,""[O-][N+](=O)c1ccc(cc1)C#N"""
"3145,""CCO[P](=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl"""
"3146,""Brc1ccc(cc1)C(=O)c2cccnc2"""
3147,NA
3148,NA
"3149,""OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"3150,""CC(C)=CCCC(C)(O)C=C"""
"3151,""Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c3cc(I)cc(I)c3O"""
"3152,""Oc1cc(Cl)c(Cl)c(Cl)c1"""
"3153,""CC1(C)N(Cl)C(=O)N(Cl)C1=O"""
"3154,""CCCC(C)=O"""
"3155,""OC(=O)Cc1ccccc1"""
"3156,""CCC(O)OC(O)CC"""
"3157,""C=CCNc1ccccc1"""
3158,NA
"3159,""c1ccc(cc1)c2ccncc2"""
"3160,""CC(C)(C)c1ccccc1C=C"""
"3161,""CCSCCCCSCC"""
"3162,""CN(C)c1ccccn1"""
"3163,""[Ba++].[O-][S]([O-])(=O)=O"""
"3164,""Oc1cc(O)c(Cl)cc1Cl"""
"3165,""[Cl-].CC[NH+](CC)c1ccc(N)c(C)c1"""
"3166,""Brc1ccccc1"""
"3167,""Cc1cccc2ccccc12"""
"3168,""Fc1cccc(Cl)c1C=O"""
"3169,""CCOC(=O)N(C(=O)OCC)C(=O)OCC"""
3170,NA
"3171,""CCNc1cccc(C)c1"""
"3172,""[NH4+].CCCCCCCCCc1ccc2c(c1)cc(CCCCCCCCC)cc2[S]([O-])(=O)=O"""
3173,NA
"3174,""[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1"""
"3175,""Nc1cccc(OCc2ccccc2)c1"""
"3176,""NC(=O)C(Cl)Cl"""
"3177,""CC1CNCC(C)O1"""
"3178,""Oc1cc(Cl)cc(Cl)c1O"""
"3179,""CCOCCOCCOCC"""
"3180,""O=C(c1ccccc1)c2ccncc2"""
"3181,""Cc1cocn1"""
3182,NA
"3183,""CCO[P](=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl"""
"3184,""Clc1ccc(C=O)c(Cl)c1"""
"3185,""CC(C)C1=CC2=C(CC1)C3(C)CCCC(C)(C3CC2)C(O)=O"""
"3186,""CC(=O)/C=C/C1=C(C)CCCC1(C)C"""
"3187,""CCCCCCCCCC(=O)N(C)C"""
"3188,""ClCC(Br)CBr"""
"3189,""CN(C)Cc1ccccc1"""
"3190,""CC(N)=S"""
"3191,""CCCCCCCCCCc1ccc(N)cc1"""
"3192,""CC(=O)OCc1ccccc1"""
"3193,""COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1"""
3194,NA
"3195,""Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2"""
"3196,""CC(C)(O)CCc1ccccc1"""
"3197,""CCCCNC(=O)NC(=O)c1cccnc1"""
3198,NA
"3199,""COC(=O)Nc1[nH]c2ccccc2n1.O[P](O)(O)=O"""
"3200,""OC(=O)c1cccc(n1)C(O)=O"""
"3201,""OC(=O)CS"""
